Разметка,id_level1,level1,id_level2,level2,id_level3,leve3,d_level1,d_level2,d_level3
Для ума,1476,Спецпроект / Интеллектуальный клуб,1079,ОНЛАЙН Интеллектуальный клуб. Информационные технологии,1301,ОНЛАЙН Смартфон ОС Андроид. Вводный курс,"В рамках программы участники определят уровень владения навыками работы на компьютере и мобильных устройствах. На занятиях участники изучат типологию операционных систем для мобильных устройств и особенности ОС Android, получат общее представление о программах и настройках, научатся настраивать устройства для подключения к сети Wi-Fi для регистрации электронного почтового адреса и использования Google Play Market.",,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1079,ОНЛАЙН Интеллектуальный клуб. Информационные технологии,1313,ОНЛАЙН Мультимедиа и технологии. Вводный курс,"В рамках программы участники определят уровень владения навыками работы на компьютере и будут уверенно ориентироваться в процессах и этапах создания фото, изображений и видеоматериалов.",,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1079,ОНЛАЙН Интеллектуальный клуб. Информационные технологии,1302,ОНЛАЙН Смартфон на каждый день (смартфон ОС IOS),В рамках программы участники ознакомятся с типологией операционных систем для мобильных устройств и особенностей ОС IOS.,,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1079,ОНЛАЙН Интеллектуальный клуб. Информационные технологии,1299,ОНЛАЙН Основы компьютерной графики: обработка фотографий в графических редакторах. Базовый курс,"В рамках программы участники приобретут навыки работы со слоями, фильтрами и эффектами; расширят представления об инструментах фото коррекции и цифровой обработки изображений. (К занятиям допускаются участники прошедшие Вводный курс данного направления)",,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1079,ОНЛАЙН Интеллектуальный клуб. Информационные технологии,1298,ОНЛАЙН Основы видеомонтажа: от идеи до результата. Вводный курс,"В рамках программы участники определят уровень владения навыками работы на компьютере. При изучении курса у участников сформируется представление о процессе и этапах монтажа видео. Опираясь на знания о теории монтажа, участники приобретут базовые знания по работе с интерфейсом видео редакторов (работа с тайм-лайном).",,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1079,ОНЛАЙН Интеллектуальный клуб. Информационные технологии,1455,"ОНЛАЙН Смартфоны и компьютеры - это удобно, практично",В рамках программы участники освоят базовые пользовательские навыки. Дополнительные требования: наличие базовых навыков работы на компьютере. Предполагается входное тестирование.,,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1079,ОНЛАЙН Интеллектуальный клуб. Информационные технологии,1310,ОНЛАЙН Работа с офисными приложениями. Базовый курс,В рамках программы участники освоят дополнительные навыков работы с офисным пакетом программ и их инструментами. (К занятиям допускаются участники прошедшие Вводный курс данного направления),,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1230,"ОНЛАЙН История, культура России","Занятия по изучению этапов истории становления России, ее культуры, искусства, человеческого быта в разрезе разных эпох.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1233,ОНЛАЙН Мой город моя история,"Краеведческая образовательная интерактивная программа «Мой город – моя история» направлена на сохранение истории Пресненского района и личных историй его жителей, являющихся частью общего исторического наследия.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1437,ОНЛАЙН История Москвы и России для всех поколений,"В рамках программы слушатели ознакомятся с историей Московского Кремля, Красной площади, ряда исторических мест столицы и иных городов России.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1241,ОНЛАЙН История зарубежного искусства,"В рамках программы участники ознакомятся с историей зарубежного искусства я и основам работы с художественным замыслом: материалы и техники, композиция, свет и цвет.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1239,ОНЛАЙН Я – москвовед. Москва златоглавая. Базовый курс,В рамках программы участники получат представление об отражении истории России в культурном пространстве Москвы и основных этапах общественно-политического и социокультурного развития города. (К занятиям допускаются участники прошедшие Вводный курс данного направления),,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1240,ОНЛАЙН Памятники отечественного искусства,"В рамках программы участники смогут ориентироваться в мировых стилях различных видов искусства, знать возможности их реализации в истории искусства России, понимать выдающиеся произведения искусства в рамках искусствоведческой науки.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1236,ОНЛАЙН Москвоведение. Я шагаю по Москве. Продвинутый курс,"В рамках программы участники расширят представления о культурном пространстве Москвы в историческом контексте и рассмотрят основные этапы развития города в следующих аспектах: архитектура, промышленность, транспорт, образование, здравоохранение, театр, музеи, спорт и др. Изучат эволюцию художественных и архитектурных стилей города в результате применения интерактивных технологий (виртуальные экскурсии, видео-лекции), а также выездных занятий по выбранным направлениям жизни города. (К занятиям допускаются участники прошедшие Вводный и Базовый курсы по данному направлению)",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1238,ОНЛАЙН Памятники мирового искусства. Вводный курс,"В рамках программы участники сформируют общее представление о мировом искусстве, его сущности и особенностях, видах, жанрах, месте и роли в жизни человека и общества, тенденциях и проблемах его исторической эволюции. Научатся видеть и чувствовать прекрасное в произведениях искусства, анализировать произведения живописи, ваяния, зодчества; отличать подлинное искусство от псевдоискусства.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1237,ОНЛАЙН Памятники мирового искусства. Базовый курс,В рамках программы участники ознакомятся с выдающимися произведениями искусства и культуры России и мира. В процессе лекций у участников сформируется собственная позиция по восприятию традиционных и современных направлений художественного творчества). (К занятиям допускаются участники прошедшие Вводный курс данного направления),,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1234,ОНЛАЙН Разгадки тайн большого террора 1937-1938 гг,В рамках программы участники ознакомятся с уникальными фактами истории массовых репрессий в СССР в период с 1928-1939г.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1232,ОНЛАЙН Клуб любителей истории Отечества,"В рамках программы слушатели познакомятся с новинками исторической литературы и поучаствуют в живом обсуждении малоизвестных и дискуссионных вопросов российской истории XX века. Программа включает в себя несколько видов занятий: - лекции с презентацией уникальных фондовых коллекций музея; - интерактивные образовательные программы, мастер-классы; -кинопоказы с обсуждением, просмотр редкой кинохроники XX столетия из собрания музея; -прогулки по Москве с осмотром достопримечательностей «пушкинской поры»; -посещение Открытого фондового хранения - хранилища подарков лидерам советского государства; -овладение навыками профессии экскурсовода и составление своего экскурсионного маршрута по залам экспозиции.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1436,ОНЛАЙН Наше наследие: хранители истории,"В рамках программы участники ознакомятся с методологией истории собственной семьи, рода в контексте истории России и Москвы.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1235,ОНЛАЙН История Москвы. Вводный курс,"В рамках программы участники актуализируют знания по истории и культуре г. Москвы, познакомятся с основами москвоведения.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1229,ОНЛАЙН История русского искусства,В рамках программы участники познакомятся с историей русского искусства.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1713,ОНЛАЙН Образ человека в искусстве,"Человек – главный герой портретной живописи, книжной иллюстрации, исторической и религиозной картины, бытового жанра. Слушатели смогут погрузиться в искусство Востока, античности, западного Средневековья, Возрождения, Древней Руси, европейское и отечественное искусство Нового и Новейшего времени и рассмотреть его в историческом окружении.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1074,ОНЛАЙН Интеллектуальный клуб. История/Искусство,1231,ОНЛАЙН Клуб любителей истории,"В рамках программы участники обсудят исторические события и явления, не имеющие однозначного толкования и объяснения.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1712,"ОНЛАЙН Правда и мифы об артериальной гипертонии: консультация терапевта, кардиолога, невролога","В ходе программы «Правда и мифы об артериальной гипертонии: консультация терапевта, кардиолога и невролога», подготовленной профессорами и доцентами Московского государственного медико-стоматологического университета им. Е.А. Евдокимова, вы узнаете о возможностях продления периода активного долголетия при артериальной гипертонии в сочетании с подагрой, фибрилляцией предсердий, ожирением, сахарным диабетом 2 типа, тугоухостью, мочекаменной болезнью, ишемией головного мозга, патологией легких, заболеваниями опорно-двигательного аппарата, головокружениями. У вас будет возможность поговорить с терапевтами об остеопорозе и возможности коррекции нарушений обмена кальция в пожилом возрасте, узнать, на что обращать внимание, чтобы ваше давление было в пределах нормальных величин, а почки, головной мозг и сердце оставались максимально здоровыми. Невролог обучит вас навыкам самодиагностики нарушений вестибулярного аппарата, покажет упражнения, способствующие уменьшению головокружений. Кардиолог научит диагностировать и предотвращать одно из самых частых нарушений сердечного ритма, возникающее при гипертонии. Неврологи, кардиологи и терапевты университета в первую очередь ждут на программе лиц с артериальной гипертонией и готовы отвечать на любые вопросы, касающиеся этого заболевания.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1359,ОНЛАЙН Москва и москвичи,"В рамках программы участники изучат традиции города, организуют выставку коллекций, фоторабот о Москве
",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1354,ОНЛАЙН Социальный театр,В рамках программы участники освоят основы театрального искусства.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1356,ОНЛАЙН Клуб «Умелые руки»,В рамках программы участники изучат различные виды творчества.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1469,ОНЛАЙН Поэтический клуб,"Программа представляет собой цикл литературных гостиных, посвященных различным темам: фольклору, генеалогии русской и зарубежной литературе (от древней до современной). Литературная гостиная – интерактивный формат просветительского занятия, разработанный сотрудниками института и позволяющий доступно, увлекательно и наглядно представить слушателям материал, связанный с историей и современным состоянием русской литературы и культуры.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1351,ОНЛАЙН Клуб активного гражданина,"В рамках программы участники изучат ряд актуальных вопросов, касающихся развития города.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1711,ОНЛАЙН Профилактика и ранняя диагностика глаукомы,"Программа «Профилактика и ранняя диагностика глаукомы» подготовлена специалистами кафедры глазных болезней Московского государственного медико-стоматологического университета им. Е.А. Евдокимова. Вы узнаете о том, что такое глаукома, может ли она быть причиной инвалидности. Опытный офтальмолог научит, как распознавать глаукому, покажет, как измерять внутриглазное давление, расскажет, что делать при глаукоме, чтобы сохранить зрение максимально долго. И самое главное, на каждом занятии будет время получить у врачей ответы на интересующие вас вопросы!",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1710,ОНЛАЙН Здоровое пищеварение: выход,"Программа «Здоровое пищеварение: выход есть», подготовленная профессорами и доцентами Московского государственного медико-стоматологического университета им. Е.А. Евдокимова, поможет вам сформировать привычки, необходимые для здорового пищеварения. Стоматолог расскажет об особенностях ухода за полостью рта с учетом возраста и способов замещения отсутствующих зубов. С терапевтом и гастроэнтерологом вы побеседуете об основных заболеваниях органов пищеварения, научитесь выявлять их симптомы, понимать, когда стоит обратиться за профессиональной помощью. Сотрудники кафедры ЮНЕСКО «Здоровый образ жизни – залог успешного развития» познакомят вас с принципами рационального питания, научат подсчитывать собственную суточную потребность в основных питательных веществах и формировать здоровый рацион. Профессиональный биолог расскажет об особенностях продуктов дачи и рынка, о ГМО, научит разбираться в маркировке продуктов питания. И главное, у вас будет возможность получить ответы специалистов на ваши личные вопросы!",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1352,ОНЛАЙН Клуб любителей киберспорта,В рамках программы участники изучат киберспортивные мероприятия и лучше практики в них.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1707,ОНЛАЙН Стресс: знай врага в лицо,"Участие в программе «Стресс: знай врага в лицо», созданной специалистами кафедры нормальной физиологии и медицинской физики Московского государственного медико-стоматологического университета им. Е.А. Евдокимова, поможет вам разобраться в многообразии видов и проявлений стресса, узнать о роли стресса в развитии психосоматических заболеваний. Педагоги из медицинского университета расскажут о влиянии стресса на сердечно-сосудистую систему, сон, иммунитет и пищеварение. Под руководством опытных специалистов вы приобретете навыки самодиагностики стрессовых состояний, научитесь менять свой образ жизни в сторону снижения воздействия стрессовых ситуаций. Особое внимание в программе уделено теме влияния стресса на формирование болевых ощущений, роли физиотерапии в избавлении от боли. На каждом занятии будет время получить ответы на интересующие вас вопросы!",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1353,ОНЛАЙН Клуб путешественника,В рамках программы участники освоят поиск и анализ средств размещения в России и за рубежом. Туристские формальности при оформлении документов. Социальные сети в туризме.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1474,ОНЛАЙН Самоуправление здоровьем(клубная программа),В рамках программы участники изучат методики диагностики физического развития и управления им.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1471,ОНЛАЙН Мастерская Арины Родионовны,В рамках программы участники освоят ряд направлений: - Совместные проекты и события со студентами ИСПО им. К.Д. Ушинского МГПУ - Изучение лучших практик работы с детьми - Обсуждение проблемных ситуаций в семье и поиск инструментов бесконфликтного общения,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1358,ОНЛАЙН Музыкальная гостиная,"В рамках программы участники узнают, как правильно подобранная музыка влияет на организм человека. Научатся с помощью музыки снижать ощущение тревоги, неуверенности, раздражительности, стресса и восстанавливать гармонию с миром природы.
Занятия включают практикумы вокального и хорового пения, а также развивают умения двигаться под музыку ритмично и согласно темпу и характеру музыкального произведения.
",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1470,"ОНЛАЙН Мастерская ""Лидер""","В рамках программы участники освоят ряд тем:
- Формирование лидерских качеств
- Развитие навыков командообразования
- Организация волонтерского движения в МСУ
",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1347,ОНЛАЙН Клуб Бабушка-внук,В рамках программы участники изучат основы межпоколенческого общения в семье.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1708,ОНЛАЙН Вопросы к неврологу,"В ходе программы «Вопросы к неврологу», подготовленной врачами кафедры нервных болезней Московского государственного медико-стоматологического университета им. Е.А. Евдокимова, вы узнаете о «старении» нервной системы и способах его профилактики. Под руководством специалистов освоите комплекс практик и упражнений, развивающих внимание, логику, память, мышление. Опытный невролог расскажет вам об основных причинах головокружения в пожилом возрасте, научит упражнениям, направленным на уменьшение этого неприятного состояния. Будет уделено внимание нарушениям сна и способам профилактики бессонницы. Вместе с командой неврологов вы разберете причины тремора в пожилом возрасте, научитесь с ним справляться, освоите комплекс упражнений для формирования правильного дыхания, укрепления мышц спины и улучшения двигательных функций. На каждом занятии будет время получить у врачей ответы на интересующие вас вопросы!",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1709,ОНЛАЙН Хороший прогноз: как распознать онкопатологию на ранних стадиях,"Программа «Хороший прогноз: как распознать онкопатологию на ранних стадиях» создана врачами двух кафедр Московского государственного медико-стоматологического университета им. Е.А. Евдокимова специально для лиц старшего возраста. Специалисты кафедры онкологии и лучевой терапии расскажут о доступных методах раннего выявления предраковых и онкологических заболеваний молочной железы, предстательной железы, кишечника, шейки матки, легких, научат слушателей методам самостоятельной оценки симптомов, подозрительных в отношении предраковых и онкологических заболеваний, часто встречающихся в «серебряном» возрасте. Сотрудники кафедры лучевой диагностики помогут сориентироваться в доступных диагностических исследованиях, расскажут кто и когда направляет на рентгенологические, ультразвуковые исследования, когда стоит выполнять магнитно-резонансную, компьютерную томографию. Вы узнаете, какие исследования проводятся бесплатно, какие документы для них нужны, какие исследования надо проходить на регулярной основе. И главное, у вас будет возможность получить ответы врачей на ваши личные вопросы!",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1472,ОНЛАЙН Пресс-центр,"В рамках программы участники освоят ряд направлений:
- Освещение образовательных событий МСУ
- Подготовка материалов для сайта МСУ
- Изучение правил организации фото и видеосъемки
",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1348,ОНЛАЙН Клуб любителей кино,В рамках программы участники обсудят зарубежные и отечественные фильмы разных лет.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1350,ОНЛАЙН Клуб Соседи,"В рамках программы участники обсудят рад вопросов: как пожилому человеку стать посредником в разрешении внутрисемейных конфликтов между своими внуками, детьми и другими близкими? Как сохранить себя в конфликте и остаться нейтральным? Как организовать и поддерживать работу соседского центра?",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1473,ОНЛАЙН Территория финансовой безопасности (клубная программа),В рамках программы участники изучат основы финансовой безопасности: как сохранить и правильно распорядиться финансами.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1346,ОНЛАЙН Волонтеры серебряного возраста,В рамках программы участники изучат основы волонтерского движения.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1355,ОНЛАЙН Евтушенко и мы. Сотворческая мастерская,В рамках программы участники ознакомятся с жизнью и творчеством Евтушенко.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1349,ОНЛАЙН Клуб Глас народа,В рамках программы участники обсудят наиболее острые проблемы современной внутренней политики и международных отношений.,,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1468,ОНЛАЙН Дискуссионный клуб,"В рамках программы участники обсудят актуальные темы клуба - в сфере спорта, культуры, искусства и т.д. В качестве приглашенных гостей - компетентные эксперты, представляющие позицию академического, профессионального сообщества, государственных структур и институтов гражданского сообщества. Встречи с ученными, журналистами, гражданскими активистами.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1357,ОНЛАЙН Клуб книголюбов,"В рамках программы участники познакомятся с редкими книгами, узнают больше об истории отечественной литературы, примут участие в поэтических и творческих вечерах.",,
Для души,1476,Спецпроект / Интеллектуальный клуб,1082,ОНЛАЙН Интеллектуальный клуб. Клубная работа,1706,ОНЛАЙН Возраст и карантин здоровью не помеха: разговор о возможностях,"Программа «Возраст и карантин здоровью не помеха: разговор о возможностях», подготовленная профессорами и доцентами Московского государственного медико-стоматологического университета им. Е.А. Евдокимова, поможет вам без потерь пережить не очень простое время пандемии и самоизоляции. Практикующие психологи, неврологи, психиатры, профессионалы в области социальной работы, биологи расскажут, как создать дома максимально комфортные условия, как сохранить бодрость тела и духа в условиях длительного нахождения в замкнутом пространстве квартиры, научат физическим упражнениями для улучшения общего тонуса и эмоционального состояния, способам профилактики нарушений памяти, внимания, которые можно ежедневно практиковать в домашних условиях. В ходе программы вы соберете собственный «банк методик здорового образа жизни». Особое внимание уделено профилактике семейных конфликтов, количество которых неизбежно увеличивается в период изоляции. Профессиональный психолог проведет с вами тренинг и научит отстаивать точку зрения так, чтобы никого не обидеть. И главное, у вас будет возможность получить ответы специалистов на ваши личные вопросы!",,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1080,ОНЛАЙН Интеллектуальный клуб. Образовательный практикум,1316,ОНЛАЙН Социальная грамотность,"В рамках программы участники освоят и сформируют социальный опыт, позволяющий активно сосуществовать в обществе.",,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1080,ОНЛАЙН Интеллектуальный клуб. Образовательный практикум,1314,ОНЛАЙН Технологические тренды ХХI века,"В рамках программы участники освоят общие представления о технологиях, используемых в ХХI веке.",,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1080,ОНЛАЙН Интеллектуальный клуб. Образовательный практикум,1463,ОНЛАЙН Литературное творчество и журналистское мастерство,"В рамках программы участники научатся анализировать текст с помощью методов «медленного» и критического чтения, редактировать статьи, познакомятся с приемами развития воображения и мышления, необходимыми для создания оригинального текста.",,
Для ума,1476,Спецпроект / Интеллектуальный клуб,1080,ОНЛАЙН Интеллектуальный клуб. Образовательный практикум,1325,ОНЛАЙН Современный этикет. Практический курс,В рамках программы участники смогут уверенно использовать правила и принципы этикета в повседневной жизни и разных жизненных ситуациях.,,
